duration,pdays,previous,emp.var.rate,cons.price.idx,euribor3m,nr.employed,poutcome_n,contact_n,month_n,default_n
371.0,999.0,0.0,-0.1,93.2,4.076,5195.8,0.0,1.0,5.0,1.0
627.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,0.0
299.0,999.0,0.0,-1.8,93.075,1.405,5099.1,0.0,1.0,8.0,0.0
586.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
173.0,6.0,2.0,-1.8,93.369,0.639,5008.7,2.0,1.0,7.0,0.0
94.0,999.0,0.0,-0.1,93.2,4.076,5195.8,0.0,1.0,5.0,0.0
198.0,999.0,0.0,-1.8,92.893,1.327,5099.1,0.0,1.0,0.0,0.0
19.0,999.0,0.0,-0.1,93.2,4.076,5195.8,0.0,1.0,5.0,0.0
174.0,999.0,0.0,-1.8,92.893,1.354,5099.1,0.0,1.0,0.0,0.0
1044.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,0.0
412.0,999.0,0.0,-1.8,92.893,1.27,5099.1,0.0,1.0,0.0,0.0
220.0,999.0,1.0,-0.1,93.2,4.153,5195.8,1.0,1.0,5.0,0.0
147.0,999.0,0.0,1.4,93.918,4.96,5228.1,0.0,1.0,2.0,1.0
199.0,999.0,0.0,-1.8,92.893,1.266,5099.1,0.0,1.0,0.0,1.0
460.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,0.0,2.0,0.0
73.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
148.0,6.0,1.0,-3.4,92.431,0.737,5017.5,2.0,1.0,4.0,0.0
796.0,999.0,0.0,-1.8,92.893,1.334,5099.1,0.0,1.0,0.0,0.0
611.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
92.0,999.0,0.0,1.4,94.465,4.958,5228.1,0.0,0.0,1.0,0.0
325.0,999.0,0.0,-1.8,92.843,1.538,5099.1,0.0,1.0,7.0,0.0
121.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,0.0
522.0,6.0,2.0,-1.7,94.055,0.737,4991.6,2.0,1.0,1.0,0.0
678.0,999.0,0.0,1.4,93.918,4.96,5228.1,0.0,1.0,2.0,1.0
78.0,999.0,0.0,1.4,93.444,4.964,5228.1,0.0,1.0,3.0,0.0
232.0,999.0,0.0,1.1,93.994,4.856,5191.0,0.0,0.0,0.0,0.0
262.0,999.0,0.0,1.1,93.994,4.855,5191.0,0.0,0.0,0.0,1.0
87.0,999.0,0.0,-1.8,92.893,1.244,5099.1,0.0,1.0,0.0,0.0
976.0,999.0,0.0,1.4,93.444,4.964,5228.1,0.0,1.0,3.0,0.0
626.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,0.0,2.0,0.0
69.0,999.0,0.0,-1.8,93.075,1.405,5099.1,0.0,1.0,8.0,0.0
23.0,999.0,0.0,1.1,93.994,4.855,5191.0,0.0,0.0,0.0,0.0
155.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,1.0,3.0,0.0
195.0,999.0,1.0,-1.8,92.893,1.327,5099.1,1.0,1.0,0.0,0.0
186.0,999.0,0.0,-1.8,92.893,1.354,5099.1,0.0,0.0,0.0,0.0
80.0,999.0,0.0,1.4,93.918,4.961,5228.1,0.0,1.0,2.0,0.0
762.0,999.0,0.0,-1.8,92.893,1.344,5099.1,0.0,1.0,0.0,0.0
72.0,999.0,0.0,1.4,93.444,4.964,5228.1,0.0,1.0,3.0,0.0
191.0,999.0,0.0,1.4,93.444,4.966,5228.1,0.0,1.0,3.0,0.0
126.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
47.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
193.0,999.0,0.0,1.4,94.465,4.961,5228.1,0.0,0.0,1.0,0.0
98.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
562.0,999.0,0.0,-0.1,93.2,4.076,5195.8,0.0,1.0,5.0,0.0
477.0,999.0,0.0,1.4,94.465,4.961,5228.1,0.0,0.0,1.0,0.0
135.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,0.0
96.0,999.0,0.0,-1.8,93.075,1.405,5099.1,0.0,1.0,8.0,0.0
400.0,999.0,0.0,-0.1,93.2,4.12,5195.8,0.0,1.0,5.0,0.0
86.0,999.0,0.0,1.4,93.918,4.963,5228.1,0.0,1.0,2.0,1.0
856.0,12.0,2.0,-1.7,94.055,0.737,4991.6,2.0,1.0,1.0,0.0
251.0,999.0,0.0,1.4,93.444,4.967,5228.1,0.0,1.0,3.0,0.0
480.0,999.0,0.0,-1.8,92.893,1.266,5099.1,0.0,1.0,0.0,0.0
356.0,999.0,0.0,-2.9,92.469,1.072,5076.2,0.0,1.0,2.0,0.0
705.0,999.0,1.0,-2.9,92.963,1.26,5076.2,1.0,1.0,1.0,0.0
482.0,999.0,0.0,-1.7,94.027,0.899,4991.6,0.0,1.0,3.0,0.0
294.0,999.0,0.0,-1.8,92.893,1.344,5099.1,0.0,1.0,0.0,0.0
610.0,999.0,0.0,-1.8,92.893,1.281,5099.1,0.0,1.0,0.0,0.0
177.0,999.0,1.0,-2.9,92.963,1.262,5076.2,1.0,1.0,1.0,1.0
155.0,999.0,0.0,-1.7,94.027,0.898,4991.6,0.0,1.0,3.0,0.0
230.0,999.0,0.0,-1.8,92.893,1.334,5099.1,0.0,1.0,0.0,0.0
190.0,999.0,0.0,1.1,93.994,4.856,5191.0,0.0,0.0,0.0,1.0
227.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
149.0,999.0,0.0,1.1,93.994,4.864,5191.0,0.0,0.0,0.0,0.0
270.0,999.0,1.0,-1.8,93.075,1.41,5099.1,1.0,1.0,8.0,0.0
44.0,999.0,0.0,-1.8,93.075,1.392,5099.1,0.0,1.0,8.0,0.0
88.0,999.0,0.0,-0.1,93.2,4.153,5195.8,0.0,1.0,5.0,0.0
105.0,999.0,0.0,1.4,94.465,4.959,5228.1,0.0,0.0,1.0,1.0
134.0,999.0,0.0,1.1,93.994,4.855,5191.0,0.0,0.0,0.0,0.0
191.0,999.0,0.0,-2.9,92.963,1.206,5076.2,0.0,1.0,1.0,0.0
21.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,1.0
220.0,999.0,0.0,1.1,93.994,4.858,5191.0,0.0,0.0,0.0,1.0
304.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,1.0
58.0,999.0,1.0,-1.8,92.893,1.25,5099.1,1.0,1.0,0.0,0.0
103.0,999.0,0.0,-1.8,93.075,1.453,5099.1,0.0,1.0,8.0,0.0
30.0,14.0,2.0,-1.7,94.055,0.713,4991.6,2.0,0.0,1.0,0.0
68.0,999.0,0.0,-1.8,92.893,1.27,5099.1,0.0,1.0,0.0,0.0
41.0,999.0,0.0,-1.8,92.893,1.299,5099.1,0.0,1.0,0.0,0.0
149.0,999.0,0.0,-0.1,93.2,4.191,5195.8,0.0,1.0,5.0,0.0
521.0,999.0,0.0,1.4,93.444,4.966,5228.1,0.0,1.0,3.0,1.0
125.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
76.0,3.0,1.0,-1.8,92.893,1.354,5099.1,2.0,1.0,0.0,0.0
290.0,999.0,0.0,-1.8,92.893,1.299,5099.1,0.0,1.0,0.0,1.0
161.0,999.0,0.0,-0.1,93.2,4.12,5195.8,0.0,0.0,5.0,0.0
325.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,1.0
153.0,999.0,0.0,1.4,93.444,4.964,5228.1,0.0,1.0,3.0,1.0
51.0,999.0,0.0,-1.8,92.893,1.299,5099.1,0.0,1.0,0.0,1.0
81.0,999.0,0.0,-1.8,92.843,1.614,5099.1,0.0,1.0,7.0,0.0
320.0,999.0,0.0,-1.8,92.893,1.334,5099.1,0.0,1.0,0.0,1.0
779.0,999.0,1.0,-0.1,93.2,4.12,5195.8,1.0,1.0,5.0,0.0
293.0,7.0,2.0,-3.4,92.649,0.715,5017.5,1.0,1.0,5.0,0.0
368.0,999.0,0.0,-3.4,92.379,0.819,5017.5,0.0,1.0,9.0,0.0
195.0,999.0,0.0,-2.9,92.963,1.262,5076.2,0.0,1.0,1.0,0.0
651.0,999.0,0.0,-1.8,93.075,1.415,5099.1,0.0,1.0,8.0,0.0
479.0,999.0,0.0,1.4,94.465,4.961,5228.1,0.0,0.0,1.0,0.0
154.0,999.0,0.0,1.4,93.918,4.957,5228.1,0.0,1.0,2.0,0.0
84.0,999.0,0.0,-1.8,92.893,1.281,5099.1,0.0,1.0,0.0,0.0
168.0,999.0,0.0,1.4,94.465,4.866,5228.1,0.0,0.0,1.0,0.0
731.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,1.0,3.0,0.0
336.0,999.0,0.0,1.4,93.918,4.96,5228.1,0.0,1.0,2.0,1.0
312.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
118.0,999.0,0.0,1.4,93.444,4.966,5228.1,0.0,1.0,3.0,0.0
297.0,999.0,1.0,-0.1,93.2,4.191,5195.8,1.0,1.0,5.0,0.0
36.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,0.0
270.0,999.0,0.0,1.4,93.444,4.97,5228.1,0.0,1.0,3.0,0.0
106.0,999.0,0.0,-2.9,92.201,0.884,5076.2,0.0,1.0,3.0,0.0
206.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
82.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
296.0,16.0,3.0,-1.7,94.027,0.9,4991.6,1.0,1.0,3.0,0.0
187.0,999.0,0.0,-1.8,92.893,1.344,5099.1,0.0,1.0,0.0,0.0
60.0,999.0,0.0,1.4,93.444,4.964,5228.1,0.0,1.0,3.0,0.0
76.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
570.0,999.0,0.0,-0.1,93.2,4.12,5195.8,0.0,1.0,5.0,0.0
285.0,999.0,0.0,-1.8,92.893,1.299,5099.1,0.0,1.0,0.0,0.0
44.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,1.0
473.0,9.0,1.0,-2.9,92.201,0.821,5076.2,2.0,0.0,3.0,0.0
122.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,1.0,3.0,0.0
508.0,999.0,0.0,-1.8,93.876,0.685,5008.7,0.0,1.0,0.0,0.0
196.0,999.0,0.0,-1.8,92.893,1.25,5099.1,0.0,1.0,0.0,1.0
65.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,0.0
153.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
96.0,999.0,1.0,-2.9,92.963,1.26,5076.2,1.0,1.0,1.0,0.0
230.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
77.0,999.0,1.0,-1.8,92.893,1.299,5099.1,1.0,1.0,0.0,0.0
401.0,999.0,1.0,-1.8,92.893,1.334,5099.1,1.0,1.0,0.0,0.0
423.0,999.0,0.0,-1.8,92.893,1.266,5099.1,0.0,1.0,0.0,0.0
106.0,999.0,0.0,-0.1,93.2,4.021,5195.8,0.0,1.0,5.0,1.0
188.0,999.0,0.0,-1.8,93.075,1.445,5099.1,0.0,1.0,8.0,0.0
122.0,999.0,1.0,-3.4,92.379,0.773,5017.5,1.0,1.0,9.0,0.0
70.0,999.0,0.0,1.4,93.444,4.966,5228.1,0.0,1.0,3.0,1.0
161.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,0.0
106.0,999.0,0.0,-0.1,93.2,4.076,5195.8,0.0,1.0,5.0,0.0
472.0,999.0,0.0,-1.8,92.893,1.299,5099.1,0.0,1.0,0.0,0.0
15.0,999.0,0.0,1.4,93.444,4.964,5228.1,0.0,1.0,3.0,0.0
161.0,999.0,0.0,-0.1,93.2,4.12,5195.8,0.0,1.0,5.0,0.0
183.0,999.0,0.0,1.4,93.918,4.96,5228.1,0.0,1.0,2.0,0.0
79.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
76.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
368.0,999.0,0.0,-1.8,93.075,1.365,5099.1,0.0,1.0,8.0,0.0
192.0,3.0,4.0,-1.7,94.055,0.715,4991.6,2.0,1.0,1.0,0.0
115.0,999.0,0.0,1.4,93.444,4.968,5228.1,0.0,1.0,3.0,0.0
123.0,999.0,0.0,-1.8,92.893,1.264,5099.1,0.0,1.0,0.0,0.0
419.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,0.0
1036.0,999.0,0.0,-0.1,93.2,4.021,5195.8,0.0,1.0,5.0,0.0
482.0,999.0,0.0,1.4,93.918,4.96,5228.1,0.0,1.0,2.0,1.0
345.0,999.0,0.0,-1.8,93.749,0.646,5008.7,0.0,1.0,8.0,0.0
317.0,999.0,0.0,-1.8,92.893,1.313,5099.1,0.0,1.0,0.0,0.0
315.0,999.0,0.0,-1.8,93.075,1.405,5099.1,0.0,1.0,8.0,1.0
24.0,999.0,0.0,-0.1,93.2,3.853,5195.8,0.0,0.0,5.0,0.0
709.0,999.0,0.0,1.4,94.465,4.959,5228.1,0.0,0.0,1.0,0.0
276.0,999.0,0.0,1.1,93.994,4.856,5191.0,0.0,0.0,0.0,0.0
256.0,999.0,0.0,-1.8,92.893,1.299,5099.1,0.0,1.0,0.0,1.0
269.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,1.0
181.0,999.0,1.0,-2.9,92.963,1.262,5076.2,1.0,1.0,1.0,0.0
91.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
137.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,1.0
545.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
95.0,999.0,0.0,-1.8,92.893,1.299,5099.1,0.0,1.0,0.0,0.0
311.0,3.0,1.0,-1.7,94.215,0.835,4991.6,2.0,1.0,2.0,0.0
41.0,999.0,0.0,1.4,94.465,4.959,5228.1,0.0,0.0,1.0,0.0
145.0,999.0,0.0,1.4,93.444,4.964,5228.1,0.0,0.0,3.0,1.0
549.0,999.0,0.0,1.4,93.918,4.96,5228.1,0.0,1.0,2.0,0.0
130.0,999.0,0.0,-1.8,92.893,1.313,5099.1,0.0,1.0,0.0,0.0
691.0,999.0,0.0,-1.8,93.075,1.405,5099.1,0.0,1.0,8.0,0.0
101.0,999.0,0.0,-0.1,93.2,4.191,5195.8,0.0,1.0,5.0,0.0
175.0,999.0,0.0,1.4,93.918,4.958,5228.1,0.0,1.0,2.0,1.0
303.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,0.0
105.0,999.0,0.0,-0.1,93.2,4.191,5195.8,0.0,1.0,5.0,0.0
117.0,999.0,2.0,-1.7,94.215,0.899,4991.6,1.0,1.0,2.0,0.0
150.0,999.0,0.0,1.4,93.918,4.963,5228.1,0.0,1.0,2.0,0.0
35.0,999.0,0.0,1.1,93.994,4.858,5191.0,0.0,0.0,0.0,0.0
79.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,0.0
50.0,999.0,0.0,1.4,93.918,4.961,5228.1,0.0,0.0,2.0,0.0
301.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,1.0,3.0,0.0
452.0,999.0,0.0,1.4,93.918,4.963,5228.1,0.0,1.0,2.0,0.0
211.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,1.0,3.0,0.0
77.0,999.0,0.0,-1.8,92.893,1.313,5099.1,0.0,1.0,0.0,0.0
129.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
136.0,999.0,0.0,-1.8,92.893,1.291,5099.1,0.0,1.0,0.0,1.0
229.0,999.0,0.0,1.4,93.918,4.963,5228.1,0.0,1.0,2.0,0.0
285.0,999.0,0.0,-3.4,92.431,0.742,5017.5,0.0,1.0,4.0,0.0
882.0,999.0,0.0,1.1,93.994,4.858,5191.0,0.0,0.0,0.0,1.0
122.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
133.0,999.0,0.0,-0.1,93.2,4.12,5195.8,0.0,1.0,5.0,0.0
118.0,999.0,0.0,1.4,93.918,4.96,5228.1,0.0,1.0,2.0,0.0
189.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
76.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,0.0
250.0,6.0,1.0,-1.7,94.215,0.846,4991.6,2.0,1.0,2.0,0.0
26.0,999.0,0.0,-1.8,92.893,1.25,5099.1,0.0,1.0,0.0,0.0
188.0,999.0,0.0,1.4,94.465,4.967,5228.1,0.0,0.0,1.0,0.0
100.0,999.0,0.0,1.4,93.444,4.966,5228.1,0.0,1.0,3.0,0.0
500.0,999.0,0.0,1.1,93.994,4.856,5191.0,0.0,0.0,0.0,1.0
87.0,999.0,0.0,-1.8,92.893,1.327,5099.1,0.0,1.0,0.0,0.0
220.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,0.0
473.0,999.0,0.0,1.4,94.465,4.967,5228.1,0.0,0.0,1.0,0.0
33.0,999.0,0.0,-1.8,92.893,1.244,5099.1,0.0,1.0,0.0,0.0
245.0,999.0,0.0,-1.8,92.893,1.327,5099.1,0.0,1.0,0.0,0.0
305.0,999.0,0.0,-1.8,92.893,1.299,5099.1,0.0,1.0,0.0,1.0
583.0,999.0,0.0,-1.8,92.893,1.299,5099.1,0.0,1.0,0.0,0.0
85.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
70.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,0.0,2.0,1.0
738.0,999.0,0.0,1.1,93.994,4.86,5191.0,0.0,0.0,0.0,0.0
110.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
132.0,999.0,0.0,-1.8,93.369,0.652,5008.7,0.0,1.0,7.0,0.0
133.0,999.0,0.0,-0.1,93.2,4.343,5195.8,0.0,0.0,5.0,0.0
163.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,1.0,3.0,0.0
511.0,999.0,0.0,-3.4,92.379,0.781,5017.5,0.0,1.0,9.0,0.0
513.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
228.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
147.0,999.0,0.0,1.1,93.994,4.855,5191.0,0.0,0.0,0.0,0.0
185.0,999.0,0.0,1.1,93.994,4.856,5191.0,0.0,0.0,0.0,0.0
224.0,999.0,2.0,-1.8,93.075,1.405,5099.1,1.0,1.0,8.0,0.0
212.0,999.0,0.0,1.1,93.994,4.86,5191.0,0.0,0.0,0.0,0.0
76.0,999.0,0.0,-0.1,93.2,4.153,5195.8,0.0,1.0,5.0,0.0
84.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,1.0
800.0,999.0,1.0,-3.4,92.379,0.797,5017.5,1.0,1.0,9.0,0.0
44.0,3.0,1.0,-2.9,92.201,0.879,5076.2,2.0,1.0,3.0,0.0
434.0,999.0,0.0,-1.8,92.893,1.244,5099.1,0.0,1.0,0.0,0.0
537.0,999.0,1.0,-1.8,92.893,1.281,5099.1,1.0,1.0,0.0,1.0
80.0,999.0,0.0,1.4,93.918,4.963,5228.1,0.0,1.0,2.0,0.0
182.0,999.0,0.0,1.4,93.918,4.958,5228.1,0.0,1.0,2.0,1.0
51.0,999.0,0.0,1.4,94.465,4.865,5228.1,0.0,0.0,1.0,1.0
679.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
282.0,999.0,0.0,1.4,94.465,4.865,5228.1,0.0,0.0,1.0,0.0
81.0,999.0,0.0,-1.8,93.075,1.392,5099.1,0.0,1.0,8.0,0.0
234.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,1.0,3.0,0.0
64.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
291.0,999.0,0.0,-1.8,92.893,1.334,5099.1,0.0,1.0,0.0,0.0
10.0,999.0,0.0,1.4,94.465,4.959,5228.1,0.0,0.0,1.0,0.0
168.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,1.0,3.0,0.0
202.0,999.0,0.0,-1.1,94.767,1.04,4963.6,0.0,1.0,5.0,0.0
239.0,3.0,1.0,-2.9,92.963,1.268,5076.2,2.0,1.0,1.0,0.0
200.0,999.0,0.0,-1.8,92.893,1.291,5099.1,0.0,1.0,0.0,0.0
407.0,999.0,0.0,-1.8,93.749,0.644,5008.7,0.0,1.0,8.0,0.0
71.0,999.0,0.0,1.4,93.918,4.961,5228.1,0.0,1.0,2.0,1.0
101.0,999.0,0.0,-1.7,94.055,0.729,4991.6,0.0,1.0,1.0,0.0
292.0,999.0,0.0,-1.8,92.893,1.266,5099.1,0.0,1.0,0.0,0.0
205.0,999.0,0.0,1.1,93.994,4.856,5191.0,0.0,0.0,0.0,0.0
104.0,999.0,0.0,-2.9,92.963,1.26,5076.2,0.0,1.0,1.0,0.0
321.0,6.0,1.0,-3.0,92.713,0.715,5023.5,2.0,1.0,6.0,1.0
80.0,999.0,0.0,1.4,94.465,4.864,5228.1,0.0,0.0,1.0,1.0
200.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
88.0,999.0,0.0,1.4,94.465,4.958,5228.1,0.0,0.0,1.0,1.0
94.0,999.0,0.0,1.4,93.444,4.966,5228.1,0.0,1.0,3.0,0.0
1423.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,0.0
100.0,999.0,0.0,1.4,94.465,4.967,5228.1,0.0,0.0,1.0,0.0
386.0,999.0,0.0,-0.1,93.2,4.076,5195.8,0.0,1.0,5.0,1.0
78.0,999.0,0.0,1.4,93.444,4.964,5228.1,0.0,1.0,3.0,0.0
473.0,999.0,0.0,1.4,93.918,4.963,5228.1,0.0,1.0,2.0,0.0
166.0,999.0,0.0,1.1,93.994,4.855,5191.0,0.0,0.0,0.0,0.0
203.0,999.0,0.0,1.1,93.994,4.855,5191.0,0.0,0.0,0.0,1.0
66.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
325.0,999.0,0.0,-1.8,92.843,1.614,5099.1,0.0,1.0,7.0,0.0
366.0,999.0,0.0,-0.1,93.2,4.076,5195.8,0.0,1.0,5.0,0.0
197.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
208.0,999.0,0.0,1.1,93.994,4.858,5191.0,0.0,0.0,0.0,0.0
301.0,999.0,0.0,1.1,93.994,4.86,5191.0,0.0,0.0,0.0,0.0
42.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
95.0,999.0,0.0,1.4,93.918,4.966,5228.1,0.0,0.0,2.0,1.0
383.0,999.0,0.0,1.1,93.994,4.858,5191.0,0.0,0.0,0.0,0.0
498.0,999.0,0.0,-1.8,92.893,1.299,5099.1,0.0,1.0,0.0,1.0
127.0,999.0,0.0,1.4,94.465,4.961,5228.1,0.0,0.0,1.0,0.0
256.0,999.0,0.0,1.4,93.918,4.961,5228.1,0.0,1.0,2.0,1.0
174.0,999.0,0.0,1.4,93.918,4.96,5228.1,0.0,1.0,2.0,1.0
208.0,3.0,5.0,-1.8,93.876,0.682,5008.7,2.0,1.0,0.0,0.0
260.0,999.0,0.0,1.4,93.918,4.962,5228.1,0.0,1.0,2.0,0.0
508.0,999.0,0.0,-1.1,94.601,1.043,4963.6,0.0,1.0,4.0,0.0
117.0,999.0,0.0,-1.8,92.843,1.538,5099.1,0.0,1.0,7.0,0.0
68.0,999.0,1.0,-2.9,92.201,0.851,5076.2,1.0,1.0,3.0,0.0
183.0,999.0,1.0,-1.8,93.075,1.405,5099.1,1.0,1.0,8.0,1.0
201.0,999.0,0.0,1.4,94.465,4.864,5228.1,0.0,0.0,1.0,0.0
153.0,999.0,0.0,1.4,93.918,4.96,5228.1,0.0,1.0,2.0,0.0
119.0,999.0,0.0,1.4,93.444,4.965,5228.1,0.0,1.0,3.0,0.0
140.0,999.0,0.0,1.1,93.994,4.86,5191.0,0.0,0.0,0.0,1.0
812.0,999.0,0.0,1.4,94.465,4.866,5228.1,0.0,0.0,1.0,1.0
551.0,999.0,0.0,-0.1,93.2,4.021,5195.8,0.0,1.0,5.0,0.0
80.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
69.0,999.0,0.0,1.4,94.465,4.961,5228.1,0.0,0.0,1.0,1.0
256.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,1.0
84.0,999.0,0.0,1.4,93.918,4.963,5228.1,0.0,0.0,2.0,0.0
284.0,999.0,0.0,1.1,93.994,4.856,5191.0,0.0,0.0,0.0,0.0
35.0,999.0,0.0,1.4,94.465,4.96,5228.1,0.0,0.0,1.0,1.0
291.0,999.0,0.0,1.4,93.444,4.968,5228.1,0.0,1.0,3.0,0.0
715.0,999.0,1.0,-1.8,93.075,1.405,5099.1,1.0,1.0,8.0,0.0
14.0,999.0,0.0,-0.1,93.2,4.191,5195.8,0.0,0.0,5.0,1.0
336.0,999.0,1.0,-3.4,92.431,0.73,5017.5,1.0,1.0,4.0,0.0
871.0,999.0,0.0,-0.1,93.2,4.076,5195.8,0.0,0.0,5.0,0.0
178.0,999.0,0.0,-1.8,92.893,1.327,5099.1,0.0,1.0,0.0,0.0
305.0,999.0,0.0,-0.1,93.2,4.12,5195.8,0.0,1.0,5.0,0.0
111.0,999.0,0.0,1.1,93.994,4.859,5191.0,0.0,0.0,0.0,1.0
193.0,999.0,0.0,1.4,94.465,4.864,5228.1,0.0,0.0,1.0,0.0
58.0,999.0,0.0,-1.8,93.075,1.405,5099.1,0.0,1.0,8.0,0.0
300.0,999.0,0.0,1.4,93.918,4.957,5228.1,0.0,1.0,2.0,1.0
468.0,999.0,0.0,1.1,93.994,4.855,5191.0,0.0,0.0,0.0,1.0
177.0,999.0,0.0,1.4,93.444,4.963,5228.1,0.0,1.0,3.0,0.0
104.0,999.0,0.0,1.4,93.444,4.968,5228.1,0.0,1.0,3.0,0.0
87.0,999.0,1.0,-1.8,92.893,1.334,5099.1,1.0,1.0,0.0,0.0
10.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
350.0,999.0,0.0,-1.8,92.893,1.266,5099.1,0.0,1.0,0.0,0.0
108.0,999.0,0.0,-1.8,93.075,1.405,5099.1,0.0,1.0,8.0,0.0
80.0,999.0,0.0,1.1,93.994,4.86,5191.0,0.0,0.0,0.0,1.0
423.0,999.0,1.0,-1.8,92.893,1.281,5099.1,1.0,1.0,0.0,0.0
50.0,999.0,1.0,-0.1,93.2,4.153,5195.8,1.0,1.0,5.0,0.0
152.0,999.0,0.0,-2.9,92.201,0.861,5076.2,0.0,1.0,3.0,0.0
202.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,0.0
321.0,999.0,0.0,1.4,93.444,4.966,5228.1,0.0,1.0,3.0,0.0
95.0,999.0,0.0,1.1,93.994,4.857,5191.0,0.0,0.0,0.0,1.0
